id_cliente,nome,cognome,codice_fiscale,data_nascita,regione_residenza,comune_residenza,data_inizio_rapporto
885,Annunziata,Magnani,PRZCTN51S01E987S,1985-12-05,Sicilia,Messina,2020-05-21
886,Ornella,Trapani,BRRCLD07E67G955P,1950-11-13,Umbria,Terni,2017-08-28
887,Coriolano,Montecchi,MDRPLN61T11L308Z,1978-07-30,Trentino-Alto Adige,Bolzano,2022-02-17
888,Augusto,Cassarà,FLNNDA18P24F342D,1993-01-15,Piemonte,Novara,2021-08-06
889,Durante,Garozzo,MNNSNR39T30A067I,1990-08-07,Puglia,Lecce,2025-12-19
890,Olga,Spallanzani,CRCNTN00C20L483H,1960-01-09,Abruzzo,Pescara,2026-05-29
891,Dante,Travia,GRMTTE13M01I965A,1986-08-27,Liguria,Savona,2019-01-06
892,Toni,Ruffini,BRTDRA38L56B949Y,1987-07-04,Molise,Isernia,2021-01-07
893,Pierina,Gibilisco,RSMDLN55C61A223D,1964-09-11,Lazio,Latina,2019-07-21
894,Fiorino,Civaschi,DNTMNC94T18C141D,1996-04-05,Emilia-Romagna,Rimini,2018-07-11
895,Salvi,Solari,LXRCRI75M52H180P,1971-06-22,Lombardia,Milano,2024-12-20
896,Guglielmo,Peranda,CNVRND53L45A283V,1983-03-25,Umbria,Terni,2025-02-12
897,Ippazio,Saragat,ZCCLNI01R10A341O,1947-03-21,Friuli-Venezia Giulia,Udine,2019-01-11
898,Fabia,Ruggieri,NNSCLD59T15C957T,1990-01-06,Calabria,Catanzaro,2026-07-02
899,Agnolo,Cugia,TSCTZN26H69H589O,1951-05-27,Veneto,Verona,2023-01-30
900,Venancio,Pennetta,DRSSPH19H21H735C,1969-08-16,Friuli-Venezia Giulia,Udine,2019-04-11
901,Annetta,Morlacchi,CLBGSV97S50L978D,1945-10-07,Molise,Isernia,2021-09-19
902,Panfilo,Boldù,PLNSBN77S46G186T,1987-05-07,Sicilia,Palermo,2026-07-01
903,Isabella,Tolentino,CSRLGU75R52G270G,1987-07-26,Veneto,Padova,2020-03-29
904,Dolores,Pininfarina,BCCMLA93C08B007M,1975-07-25,Molise,Isernia,2016-12-04
905,Gabriella,Canali,SMNLGU97D65I703U,1984-05-10,Abruzzo,Pescara,2025-02-03
906,Livia,Ginese,DRGVTR49L30A657Y,1945-11-14,Calabria,Catanzaro,2026-03-18
907,Augusto,GREGGIO,BRSNTT56H20G765A,1993-03-26,Emilia-Romagna,Rimini,2021-09-20
908,Rosalia,Badoglio,MCHBNC89M13B434G,1974-08-18,Sicilia,Catania,2023-10-08
909,Etta,Viviani,FRRFRN62M22D058E,1987-08-06,Umbria,Perugia,2017-06-08
910,Gianluca,Finetti,RTCNCT24B19A245S,1954-05-12,Friuli-Venezia Giulia,Trieste,2018-12-26
911,Elisa,Caffarelli,BLTCLD00H25E391J,1979-08-15,Trentino-Alto Adige,Trento,2021-05-14
912,Antonella,Vergerio,MRRLNE87T31L836N,1991-07-10,Emilia-Romagna,Parma,2015-04-01
913,Lilla,Tropea,FVTGCT73M57D799G,1956-08-02,Lombardia,Milano,2024-05-20
914,Michele,Zaccardo,BTNMRH54S13L421V,1963-06-15,Basilicata,Potenza,2021-12-12
915,Benedetto,Bossi,TRPGLT12B16C459O,1997-09-15,Marche,Pesaro,2019-07-21
916,Arnaldo,Veltroni,RGRGNR37E53H556K,1984-12-27,Piemonte,Novara,2016-06-08
917,Micheletto,Boldù,LPUNTN68R08L194Y,1989-01-17,Friuli-Venezia Giulia,Pordenone,2025-04-27
918,Ugolino,Tartini,PNIRTR69T69B175N,1976-02-11,Lazio,Frosinone,2021-09-02
919,Berenice,Semitecolo,BGGMDA43L49C142O,2000-06-02,Emilia-Romagna,Modena,2024-09-09
920,Mario,Bianchi,FTTPLM93H30I156U,1948-12-01,Marche,Pesaro,2020-05-17
921,Francesca,Blasi,TCCNTT72R23I993S,1964-06-29,Umbria,Perugia,2026-01-25
922,Marina,Barberini,BNVPRR76T60M050W,1990-04-03,Liguria,Genova,2022-04-24
923,Biagio,Villadicani,CSRGRC92A44A357J,1951-07-27,Piemonte,Torino,2025-05-11
924,Stefano,Tomaselli,NCLLSU61E26L160Z,1967-06-26,Liguria,Genova,2017-07-28
925,Teresa,Gentilini,BRTLLR99D18G513R,1951-02-14,Toscana,Siena,2016-11-07
926,Sonia,Parini,VLIMRA06L25E055F,1959-06-24,Lombardia,Brescia,2018-10-29
927,Ida,CAVALCANTI,RNLDRD14M44L675Q,1960-02-11,Lombardia,Monza,2016-09-27
928,Dina,Pacelli,FRRMSM55A48C480G,1964-06-09,Emilia-Romagna,Modena,2015-10-10
929,Carmelo,Alonzi,PNTNNT72A26A157L,1980-01-17,Piemonte,Torino,2021-11-30
930,Tatiana,Greco,BRSNNT16M06D019Q,1967-05-28,Liguria,Genova,2023-05-28
931,Antonello,Mazzocchi,GTTLMR16R53F154J,1975-03-31,Piemonte,Torino,2019-04-24
932,Flavia,Castellitto,BRSFRN69D16H577Q,1959-12-27,Valle d'Aosta,Aosta,2015-12-27
933,Lolita,Novaro,RFFVCR38H25F929J,2001-01-16,Umbria,Perugia,2019-08-24
934,Lamberto,Gottardi,MCCTZN13A52L715G,1976-12-28,Veneto,Verona,2022-04-03
935,Piergiorgio,Speri,BSSGSN17P48D284P,1964-09-30,Liguria,La Spezia,2016-06-24
936,Lucia,Virgilio,CSTLCI92C02C508Y,1981-11-18,Piemonte,Novara,2021-10-06
937,Ilaria,Rossellini,CRNLSN63A49C971W,1967-08-09,Molise,Campobasso,2017-02-15
938,Bianca,Pastine,BRNTNF35R53F342E,1956-12-04,Abruzzo,Chieti,2022-06-13
939,Aldo,Pasolini,RGGNTL28D53B953D,1988-04-03,Sardegna,Oristano,2016-07-07
940,Flora,Ricciardi,MRNMND69H30A263X,1965-11-08,Liguria,Savona,2026-04-17
941,Concetta,Morandi,GGLLPN43T67G657O,1972-09-16,Marche,Ancona,2020-04-20
942,Raffaellino,Renier,CNTPLA49T30H294N,1989-09-29,Valle d'Aosta,Courmayeur,2021-08-26
943,Ivo,Ughi,RPSGLN33C71E094Z,1974-06-28,Veneto,Treviso,2018-01-04
944,Ruggero,Giolitti,NGSGNN87E03C660N,2003-02-21,Umbria,Terni,2021-06-21
945,Marta,Venier,MRSPLA04R49D896U,1993-05-21,Friuli-Venezia Giulia,Trieste,2016-03-18
946,Graziano,Gregori,CTNGLR72S11L004U,1964-12-16,Abruzzo,Chieti,2023-07-23
947,Giustino,Endrizzi,SCNLDN56A55A372S,1951-04-13,Valle d'Aosta,Courmayeur,2019-04-26
948,Micheletto,Solari,PZZNNT74B09L673D,1998-03-03,Lombardia,Bergamo,2019-08-02
949,Cristina,Villadicani,BCCRNR23E65I470S,1962-09-21,Friuli-Venezia Giulia,Pordenone,2020-06-29
950,Guido,Guidotti,CNDGNG80C45L396K,1963-01-26,Marche,Macerata,2021-02-05
951,Dolores,Benedetti,CRCSPH04C22F462T,1960-01-20,Liguria,La Spezia,2025-07-23
952,Sonia,Rossellini,BSSGNG07T49C740D,1946-10-12,Campania,Salerno,2023-07-22
953,Alderano,Nitti,GNVJLD13B17E790C,1958-09-16,Friuli-Venezia Giulia,Pordenone,2018-12-10
954,Costanzo,Torlonia,GNSTTE41R12I927T,1988-02-21,Liguria,Savona,2016-08-12
955,Priscilla,Praga,RGGGRG18A11G504J,1946-02-25,Sicilia,Palermo,2026-03-25
956,Milena,Omma,PZZNCI60E60A313T,1978-06-24,Emilia-Romagna,Rimini,2023-08-13
957,Ernesto,Pacetti,MDRCRT75A04G521H,1956-03-02,Emilia-Romagna,Bologna,2023-08-19
958,Giacomo,Mazzi,GBRNCL74A62H807Z,1976-04-10,Sardegna,Oristano,2026-06-06
959,Enzio,Parri,BRZFBZ72P19G756B,1983-01-16,Valle d'Aosta,Courmayeur,2020-07-14
960,Allegra,Prodi,TRNNNR77M22F636G,2004-09-20,Lazio,Roma,2018-04-26
961,Umberto,Rossi,JCZFLV73E70C596W,1946-02-09,Veneto,Padova,2017-08-14
962,Marcello,Golino,GNTRLD40T44H447J,1952-03-17,Liguria,Savona,2026-08-18
963,Gioacchino,Russo,RNGBRR45P57A779Q,1989-12-01,Emilia-Romagna,Parma,2023-08-02
964,Milo,Sorrentino,SLNLCZ29R27I904H,1954-10-21,Sicilia,Palermo,2022-09-22
965,Dino,VANVITELLI,PSTSYV74S05G489G,1945-07-30,Molise,Isernia,2018-10-11
966,Giulio,Ludovisi,MZZDNL10L54F445T,1982-05-26,Abruzzo,Chieti,2021-06-20
967,Enrico,Tagliafierro,RRGMRN01C04E498A,1988-08-23,Abruzzo,Pescara,2019-01-30
968,Giuseppe,Vismara,CLLDNI04L41H420F,1950-04-17,Trentino-Alto Adige,Trento,2019-02-05
969,Fabio,Bonomo,TSTNCT49L12B378P,2001-03-28,Basilicata,Matera,2017-06-13
970,PASQUALE,Volta,MGNCRN43H19G518B,1950-10-07,Liguria,La Spezia,2022-09-03
971,Dina,CANIL,BRGLRA57L21E854K,1950-06-24,Campania,Napoli,2020-12-19
972,Lucia,Roccabonella,SSMDNT93C64I254F,1963-12-09,Sardegna,Cagliari,2015-03-01
973,Bianca,Tommaseo,CRCDLA75R12H250K,1987-06-16,Veneto,Treviso,2022-07-23
974,Federica,Sanguineti,MCHRMD22P64G300K,1966-07-01,Friuli-Venezia Giulia,Udine,2023-02-07
975,Hugo,Cagnin,MLPMLS43A19F565I,1953-12-27,Liguria,La Spezia,2015-01-26
976,Viridiana,Trillini,LCCLGU49H65B895X,1947-04-22,Calabria,Reggio Calabria,2017-10-03
977,Emilio,Bassi,,1985-07-18,Puglia,Taranto,2025-08-28
978,Luca,Calbo,LCRZEI15E49F248Y,1946-06-29,Lazio,Viterbo,2023-01-29
979,Raimondo,Garrone,LRUGBL77B08H161G,1999-06-09,Abruzzo,Pescara,2025-11-13
980,Gustavo,Cimini,FCNPLA65C01G417I,2004-01-24,Emilia-Romagna,Rimini,2017-04-02
981,Annibale,Vecellio,LBNMLN03H07D011T,1996-04-22,Lombardia,Pavia,2026-04-26
982,Antonietta,Regge,TRCDNI58E70B158A,1960-01-29,Basilicata,Matera,2025-01-03
983,Lauretta,Casarin,RGHSLV33B68B471W,2004-03-10,Veneto,Padova,2017-01-02
984,Gustavo,Carullo,BSRGNR93B51B675E,1979-05-29,Sicilia,Messina,2021-04-15
985,Tonino,Monti,SNGBLD86B63H401Y,2004-09-14,Calabria,Reggio Calabria,2018-01-17
986,Luchino,Baroffio,CLLMBT40D67F996K,1965-01-29,Puglia,Taranto,2016-06-13
987,Fortunata,Barberini,GZZCLD75L28M208Z,2003-09-01,Molise,Isernia,2024-10-19
988,Giancarlo,Ferrata,SGNNZE62C64F359X,1975-07-11,Valle d'Aosta,Aosta,2019-03-22
989,Ignazio,Cheda,BRNNDA92T07A035Y,1996-10-04,Basilicata,Matera,2015-01-14
990,Raffaellino,Boitani,ZBRGCT90C42E493W,1973-09-05,Liguria,La Spezia,2023-03-10
991,Gloria,Iadanza,GNVMRL61P62M346H,1964-12-06,Abruzzo,Chieti,2017-05-23
992,Filippo,Mantegazza,MGGSSN62M26G753N,1964-08-22,Lombardia,Brescia,2026-03-18
993,Ottone,Novaro,MLPCPN28B69L671T,1998-09-24,Molise,Campobasso,2022-03-07
994,Margherita,Luna,SFFMNL31S54B228E,1996-06-29,Sardegna,Oristano,2025-09-23
995,Federigo,Scarpa,CRLMTT89L63B383J,1974-11-21,Sardegna,Cagliari,2018-06-04
996,Matilda,Sordi,PLZGNT03E49F469F,1961-01-23,Puglia,Bari,2025-12-07
997,Giampiero,Pizziol,ZNZDIA33S11E422U,1946-12-08,Sicilia,Catania,2023-10-19
998,Ottone,Roth,PCNGLI06E56H825Q,1951-06-12,Molise,Isernia,2021-05-07
999,Giancarlo,Morosini,MSCMRA52D19L437P,1956-09-29,Umbria,Perugia,2022-04-03
1000,Fabio,Valentino,CPNRSR78H05G484R,1986-01-18,Basilicata,Matera,2018-09-02
1001,Adriana,ANTONUCCI,PRNBTC99T11L847X,1964-07-27,Calabria,Reggio Calabria,2019-05-22
1002,Mauro,Virgilio,BMBNDA26H18C120H,1958-03-30,Marche,Macerata,2023-06-12
1003,Ermenegildo,Valentino,GCCJCP20H51E443Y,1976-11-25,Sicilia,Palermo,2025-08-17
1004,Giampiero,Virgilio,NDRNGC02P04F404V,1958-05-01,Lazio,Frosinone,2024-01-23
1005,Paride,Spallanzani,CRSGRG38A08G767F,1960-06-23,Friuli-Venezia Giulia,Pordenone,2023-06-03
1006,Martina,Gramsci,LNFCSN48S13B413I,2003-05-06,Valle d'Aosta,Courmayeur,2023-07-28
1007,Paulina,Jilani,BRSNTT64T23I207R,1955-12-14,Lombardia,Milano,2025-12-21
1008,Livia,Prada,NGLLGO77C04H906V,1988-01-08,Marche,Macerata,2021-02-20
1009,Bianca,Peranda,MZZDIA54P24A238Q,1983-11-28,Liguria,Savona,2021-09-10
1010,Leone,Leonardi,FRVCRI33S59F082V,1981-05-13,Sicilia,Catania,2015-06-11
1011,Nicola,Maderno,CBTGNR52P49F210O,1991-07-22,Umbria,Perugia,2017-10-13
1012,Ippazio,Ubaldi,PSLLSS63T13M323E,1961-02-22,Lombardia,Pavia,2015-02-13
1013,Niccolò,Vergerio,SMLFBZ73A13I308R,2003-07-21,Lombardia,Bergamo,2018-08-13
1014,Gianni,Saffi,SNSCRD82E51B541Z,1990-05-30,Valle d'Aosta,Aosta,2021-09-11
1015,Paloma,Brancaccio,ZMNDNL26M19C660I,1967-04-13,Sicilia,Palermo,2021-09-28
1016,Bruno,Cipolla,SFRVLR92R65C484P,1984-12-01,Friuli-Venezia Giulia,Pordenone,2018-02-19
1017,Atenulf,Taccola,PLZLRZ94H67B613O,1999-05-21,Sardegna,Sassari,2026-06-14
1018,Amleto,Migliaccio,JLLGRN88D65G041X,1957-09-17,Veneto,Padova,2021-09-21
1019,Nadia,Staglieno,MZZGNT41M63F207X,1969-11-20,Umbria,Terni,2017-11-18
1020,Uberto,Vittadello,CMPLDC89B13B376C,1980-11-22,Veneto,Padova,2025-03-25
1021,Maria,Andreozzi,TRVCSN21D15L372V,1963-04-13,Abruzzo,Chieti,2016-08-01
1022,Damiano,Barozzi,TLRFST80P56B505I,1995-07-27,Lazio,Viterbo,2026-06-21
1023,Luigina,Verri,PNIGNL37B54D156T,1978-12-31,Sardegna,Sassari,2015-08-01
1024,Liana,Lamborghini,PLZZEI18E57H373Q,1950-12-02,Umbria,Terni,2022-05-22
1025,Gastone,Pagnotto,SRLRML26H70I030Y,1969-07-20,Veneto,Padova,2015-03-22
1026,Liana,Chittolini,TRVVNN60A11E476R,1960-10-07,Sardegna,Cagliari,2021-11-16
1027,Ferdinando,Conti,BTNDLM39T47C128C,1970-04-20,Friuli-Venezia Giulia,Pordenone,2021-01-29
1028,Griselda,Caccianemico,MNTCSR07R55G372F,1961-03-18,Sicilia,Siracusa,2022-09-28
1029,Ermenegildo,Boiardo,ZCCGNC44S41M026N,1987-10-13,Umbria,Terni,2017-11-11
1030,Fredo,Leoncavallo,RDELBT47R65E340F,1978-12-26,Lazio,Latina,2020-12-30
1031,Giovanni,Zamorani,BRZRTI19B24C307V,2005-11-05,Abruzzo,Pescara,2024-05-19
1032,Hugo,Emo,ZRLCLD16P59G902Q,1969-09-30,Puglia,Taranto,2024-08-05
1033,Marisa,Pasqua,LRNSLT26C41I437J,1972-06-03,Veneto,Verona,2024-02-13
1034,Gianni,Gagliano,CMNCLL21M28A005J,1953-05-27,Valle d'Aosta,Aosta,2018-09-14
1035,Luigi,Bosio,CNIMNC56L22F085Y,1983-01-15,Sicilia,Palermo,2026-05-30
1036,Marcantonio,Marazzi,GSTPTZ50L25E145Y,1992-10-06,Abruzzo,Chieti,2017-10-18
1037,Isa,Sgarbi,MZZVLR40P43L516P,1992-12-08,Molise,Isernia,2022-09-27
1038,Claudia,Gabba,LTTVCR18L18E764S,1999-06-29,Puglia,Bari,2025-01-23
1039,Severino,Gregori,ZBRMRL83H06A257O,1960-09-07,Umbria,Perugia,2016-09-07
1040,Stefania,Ossola,MTUPTR27R58L445Y,1979-01-05,Piemonte,Cuneo,2018-10-28
1041,Franco,Pasolini,,1971-01-09,Veneto,Verona,2021-09-16
1042,Fulvio,Ajello,MNDCSR47E57L959S,1964-07-05,Lazio,Frosinone,2021-11-02
1043,Alberico,LEBLANC,LNESMT61L02H472E,2000-06-03,Calabria,Catanzaro,2025-12-13
1044,Irma,Grisoni,BTTMDA91M60G773G,1945-06-18,Friuli-Venezia Giulia,Trieste,2022-11-04
1045,Rodolfo,Storladi,SFRSLO96P26B088H,1962-09-22,Valle d'Aosta,Courmayeur,2016-11-25
1046,Angelo,Pacomio,CRRVNS94C28L174L,1958-12-18,Sicilia,Palermo,2020-08-11
1047,Donatello,Bramante,CSLRSN56S63A631B,1993-02-15,Emilia-Romagna,Modena,2021-01-16
1048,Luca,Cagnotto,FRRLDN42S68L707G,1983-12-08,Lombardia,Brescia,2015-02-17
1049,Luciano,Doglioni,TZZLBT85L54L020T,1956-12-29,Trentino-Alto Adige,Trento,2023-11-07
1050,Gelsomina,Binaghi,FRRMCL18T09A857U,2004-09-06,Abruzzo,L'Aquila,2020-12-17
1051,Fedele,Ruffini,LNTRSO25T17E402E,1974-02-23,Abruzzo,Pescara,2023-12-20
1052,Fedele,Adinolfi,,1954-09-05,Liguria,Genova,2015-06-23
1053,Romina,Brichese,,2005-11-08,Abruzzo,Pescara,2022-09-03
1054,Flavio,Mercati,DGLDRN27S12E963F,1988-08-05,Toscana,Livorno,2016-11-07
1055,Biagio,Gradenigo,FDRDNL39A53H584U,1970-03-23,Umbria,Perugia,2017-07-31
1056,Ivan,Emanuelli,CMRLCN52D67B997R,1987-07-08,Puglia,Lecce,2017-04-24
1057,Guarino,Filippelli,MLCGBL89M09A964Y,2001-06-04,Sardegna,Oristano,2018-05-03
1058,Severino,Norbiato,NVNVLR57S62I954H,1983-04-01,Sardegna,Cagliari,2015-05-25
1059,Fausto,Barese,CRMGCB89L52G914B,2001-10-26,Emilia-Romagna,Parma,2020-03-10
1060,Paola,Lussu,MRCVLR64P27H986S,1972-04-19,Emilia-Romagna,Bologna,2017-06-20
1061,Nadia,Ioppi,TSLGNE33D15C773A,1949-04-08,Emilia-Romagna,Parma,2019-01-28
1062,Amedeo,Carpaccio,SFFCLD59R11E008Q,1970-02-19,Trentino-Alto Adige,Bolzano,2017-04-05
1063,Annetta,Papafava,MMNVLR13S12L366W,1953-09-10,Friuli-Venezia Giulia,Trieste,2015-04-22
1064,Zaira,Alfonsi,QSMMRN42H21L741H,1997-11-01,Liguria,La Spezia,2023-05-03
1065,Ciro,Faranda,MRSTTR59P46I103A,1956-09-15,Valle d'Aosta,Aosta,2017-09-12
1066,Alessio,Rosmini,RZZPSL60D49H782W,1984-12-28,Puglia,Lecce,2017-03-19
1067,Nico,Moresi,PTRLND05D65M109Z,1992-11-13,Molise,Campobasso,2018-06-12
1068,Zaira,Tolentino,PLCLGN99E31G198E,1977-11-02,Veneto,Vicenza,2025-01-21
1069,Pasquale,Bacosi,TRRDLS38R31H493S,1959-12-24,Toscana,Firenze,2021-02-23
1070,Venancio,Fieramosca,CSRSTN42A03D332J,1962-01-24,Marche,Macerata,2023-12-01
1071,Morena,Cipolla,SLAPLA21M41H061H,1990-09-10,Valle d'Aosta,Courmayeur,2023-08-13
1072,Enrico,FILOGAMO,MNZGLR10C08L241V,1959-05-10,Trentino-Alto Adige,Trento,2019-11-20
1073,Gastone,Romagnoli,GTTDRA87P28I354I,1972-03-22,Umbria,Terni,2019-12-10
1074,Nico,Agostini,CMUMTT12M58H391P,1966-05-16,Trentino-Alto Adige,Merano,2021-07-18
1075,Panfilo,Frescobaldi,PLTRND90D65L907I,1949-08-16,Sicilia,Messina,2020-08-01
1076,Cipriano,Pedersoli,MRSCHR51H29D024W,1974-02-13,Lazio,Viterbo,2016-11-12
1077,Pierina,Rastelli,,1971-06-17,Lombardia,Pavia,2022-04-13
1078,Bianca,BABATI,MNLFMM47H11F403V,1970-02-03,Liguria,Savona,2018-12-18
1079,Priscilla,Abbagnale,BRZGNR17M47A447D,1979-04-09,Basilicata,Potenza,2020-10-09
1080,Giacomo,Marangoni,CBTMRN49S46E576L,1974-02-03,Puglia,Lecce,2021-01-10
1081,Enzo,Lucarelli,PDRSNN04E71M352L,1965-10-16,Liguria,La Spezia,2024-09-24
1082,Pierpaolo,Errani,PZZTRS66B15I681G,1960-10-19,Trentino-Alto Adige,Trento,2019-03-28
1083,Bruno,Naccari,PRNLSN20H05G168M,1959-08-14,Veneto,Vicenza,2018-12-26
1084,Tonino,Pastine,MTASBT83S53E541M,1967-01-02,Lombardia,Monza,2025-03-16
1085,Marta,BERRÈ,RRCGLN94S44G471V,1999-02-15,Umbria,Perugia,2017-03-27
1086,Ornella,Salieri,SFRMRA68H44I460S,1948-12-04,Campania,Caserta,2017-12-18
1087,Ferdinando,Rapisardi,BTTNZE00H70H606G,1945-11-04,Lazio,Roma,2017-05-21
1088,Camilla,Guglielmi,TSTRSR93M14A487W,1988-02-07,Valle d'Aosta,Aosta,2024-12-18
1089,RONALDO,Lombardi,CSSMLN58H02L580K,2001-04-18,Veneto,Vicenza,2017-10-05
1090,Caterina,PACOMIO,RVGMRN86E65I824M,1957-09-22,Valle d'Aosta,Courmayeur,2015-01-10
1091,Alfio,Venier,NDRLND45L41E818A,1965-04-07,Lombardia,Brescia,2023-08-18
1092,Manuel,Malpighi,CRCLRA93A18H937J,1965-02-22,Toscana,Firenze,2017-04-13
1093,Paolo,Grasso,BRNNNI12C24B551L,1952-08-10,Friuli-Venezia Giulia,Udine,2015-12-22
1094,Emma,Taccola,LNCMTT58T60C596S,1983-02-25,Marche,Macerata,2018-05-15
1095,Raffaella,Trevisan,BRZBPP41H42B574V,1969-04-28,Friuli-Venezia Giulia,Trieste,2026-03-13
1096,Concetta,Calvo,TSCBRR43S64D247B,1945-03-13,Molise,Campobasso,2018-05-02
1097,Piersanti,Piccio,FLRFRC92S24L513V,1951-01-15,Emilia-Romagna,Rimini,2017-07-16
1098,Bernardo,Rismondo,FRMPNI33E20F533L,1961-04-26,Valle d'Aosta,Aosta,2023-08-21
1099,Adriana,Gori,PLMPNI60D25M118O,2002-02-11,Sardegna,Oristano,2022-06-24
1100,Raffaello,Leoncavallo,LRCMCL85A20E285I,1989-08-07,Liguria,Savona,2026-01-18
1101,Filippo,Lucarelli,,1992-04-10,Marche,Pesaro,2019-12-02
1102,Flavia,Cesaroni,NTRRML76S51B014P,1977-07-07,Sardegna,Cagliari,2025-08-18
1103,Gianfrancesco,Gasperi,MCNFBA08R10H825B,1971-06-10,Friuli-Venezia Giulia,Trieste,2025-04-29
1104,Lara,Scaduto,MNDTTV60P41D707V,1963-11-28,Sicilia,Catania,2020-01-14
1105,Massimiliano,Mezzetta,RGGNZE59T56C248Z,1947-05-14,Abruzzo,L'Aquila,2024-07-11
1106,Vito,Donati,GRNPTZ04S68G140D,1947-09-17,Valle d'Aosta,Aosta,2018-04-18
1107,Bernardo,Spinelli,BRMGCT95P52D271P,1958-06-07,Marche,Pesaro,2019-02-03
1108,Lamberto,Mengolo,,1981-12-02,Sardegna,Sassari,2022-07-26
1109,Eleanora,Nievo,PRDLSS96E58H996Y,2002-08-21,Valle d'Aosta,Aosta,2015-09-21
1110,Silvestro,Gianvecchio,VLMDNL48R71L158K,2005-12-31,Liguria,La Spezia,2025-03-10
1111,Delfino,Cagnin,GLTGCM14R50B897X,1983-01-04,Toscana,Pisa,2018-07-08
1112,Stefani,Cundari,VDNPRG45D54L715J,1964-01-04,Sardegna,Oristano,2023-12-25
1113,Caterina,Liguori,RSNCRN85S61I201U,1987-01-10,Molise,Campobasso,2025-09-15
1114,Erika,Mercati,GTTPTZ63M50I895L,2003-01-06,Trentino-Alto Adige,Bolzano,2024-07-07
1115,Roberto,Crispi,PCCGVN00P27D612I,1947-07-09,Marche,Pesaro,2020-05-16
1116,Mariana,Scarlatti,CRNLLL74S14E494M,1961-11-04,Marche,Pesaro,2019-07-11
1117,Piergiorgio,Farnese,GRZCLD78R17A820H,1949-01-10,Sardegna,Oristano,2025-11-07
1118,Caterina,Pizziol,MDNRSL31C19G697H,1970-05-03,Piemonte,Alessandria,2023-12-06
1119,Sabatino,Burcardo,RGRTTV70P68C064J,2005-07-13,Liguria,Genova,2017-03-08
1120,Serafina,Cusano,PCLGNI22M70H670C,1947-02-16,Toscana,Pisa,2023-07-28
1121,Galasso,Mimun,MGNNTL03D19E972W,1952-01-25,Lombardia,Monza,2017-02-03
1122,Romeo,Gotti,GLDFDG59P61B178F,1959-06-14,Abruzzo,Pescara,2026-04-02
1123,Ninetta,Montanari,GTTMRS92B01I054C,1985-02-23,Sicilia,Messina,2017-12-10
1124,Amedeo,Pisano,PVRBNT53E69H702X,1966-06-15,Emilia-Romagna,Rimini,2019-09-07
1125,Adele,Casini,RSLMRA92A10I736P,1953-09-27,Marche,Pesaro,2015-05-03
1126,Paride,Barsanti,PZZTLL80S55E611Y,1989-10-05,Sardegna,Cagliari,2017-02-09
1127,Milena,Catenazzi,CMBGLM97R25I530L,1976-09-14,Valle d'Aosta,Courmayeur,2016-12-31
1128,Costanzo,Doglioni,PNTMRN18D66F203M,1984-08-28,Sardegna,Sassari,2018-02-24
1129,Giacobbe,Iannucci,MNCSMT88B15L702J,1980-12-20,Liguria,La Spezia,2024-03-04
1130,Jolanda,Strangio,GNZSIA37T15D574G,1973-02-20,Liguria,Savona,2023-05-20
1131,Milena,Salieri,ZPPGGL76A65B507R,1948-10-30,Calabria,Cosenza,2016-04-12
1132,Enrico,Trentin,LNTGNR47R52H678A,1971-01-29,Piemonte,Torino,2023-06-06
1133,Lamberto,Martinelli,ZPPSRN39M23E747J,2005-01-12,Liguria,La Spezia,2017-02-04
1134,Giada,Majorana,CRQCNT77E28E130B,1952-09-13,Puglia,Bari,2019-01-16
1135,Girolamo,Gentilini,FRNRMN38C19A122R,1981-01-09,Campania,Napoli,2022-05-16
1136,Giuliano,Ortolani,SNSFST44S45G292K,1987-09-22,Trentino-Alto Adige,Merano,2017-07-25
1137,Serena,Tasso,TRVNCI48M61B803F,1973-09-22,Toscana,Pisa,2015-09-14
1138,Susanna,Trillini,DDUSVR48A62M278N,1987-06-22,Puglia,Foggia,2019-10-15
1139,Baccio,Moschino,MSPTTE28C09G517W,1967-08-13,Abruzzo,L'Aquila,2018-12-13
1140,Melania,Casalodi,NTRMRD58R30G833I,1985-07-02,Friuli-Venezia Giulia,Pordenone,2024-05-31
1141,Alberico,Trevisani,FNZLTZ85A13G707Q,1983-06-13,Basilicata,Potenza,2022-09-02
1142,Cirillo,Moneta,LMBPLA68T18L408B,1987-08-30,Sicilia,Siracusa,2018-08-09
1143,Bernardo,Bertolucci,ZTIVLR31D49I592W,1995-04-28,Marche,Ancona,2019-06-15
1144,Loretta,Fagotto,GRCTZN91M06A402F,1973-05-25,Friuli-Venezia Giulia,Pordenone,2015-04-27
1145,Concetta,Infantino,BSCFRC93B45F614F,2005-06-18,Basilicata,Potenza,2024-02-12
1146,Leopoldo,Bignardi,GNTFLV74R16F001T,2001-11-27,Sicilia,Catania,2025-01-28
1147,Cirillo,Valier,MCCSRN09D16B235P,1982-09-12,Molise,Campobasso,2018-09-22
1148,Rembrandt,Brambilla,FBNCRI69R47G416G,1996-10-01,Trentino-Alto Adige,Merano,2015-04-28
1149,Sergius,Mantegazza,RCCCML92M25G872J,1989-10-12,Friuli-Venezia Giulia,Trieste,2025-03-24
1150,Fulvio,Saraceno,GRMLRT76E16G764S,1955-03-05,Emilia-Romagna,Parma,2018-12-11
1151,Federigo,Monduzzi,TSOPPZ82E49L337X,1979-03-27,Lombardia,Monza,2021-05-23
